Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Kaiserstuhl AG;5466;00;4735;Zurzach;4324;AG;100%;2673723;1269086;de;01.07.2008
Fisibach;5467;00;4736;Fisibach;4306;AG;100%;2672985;1268497;de;01.07.2008
Hunzenschwil;5502;00;3081;Hunzenschwil;4200;AG;100%;2651799;1248529;de;01.07.2008
Schafisheim;5503;00;3082;Schafisheim;4207;AG;100%;2653204;1247690;de;01.07.2008
Othmarsingen;5504;00;3083;Othmarsingen;4205;AG;100%;2658599;1250381;de;01.07.2008
Brunegg;5505;00;3084;Brunegg;4193;AG;100%;2658751;1252267;de;01.07.2008
Mägenwil;5506;00;3085;Mägenwil;4032;AG;99.28%;2660165;1251552;de;01.07.2008
Mägenwil;5506;00;3085;Wohlenschwil;4046;AG;0.73%;2660535;1252260;de;01.07.2008
Mellingen;5507;00;3086;Mellingen;4033;AG;100%;2663009;1252204;de;01.07.2008
Wohlenschwil;5512;00;3088;Wohlenschwil;4046;AG;100%;2661831;1251792;de;01.07.2008
Tägerig;5522;00;3089;Tägerig;4077;AG;98.73%;2663431;1250667;de;01.07.2008
Tägerig;5522;00;3089;Hägglingen;4068;AG;1.27%;2663125;1249232;de;01.07.2008
Niederwil AG;5524;00;3091;Niederwil (AG);4072;AG;100%;2664723;1247724;de;01.07.2008
Nesselnbach;5524;02;3090;Niederwil (AG);4072;AG;100%;2664420;1249000;de;01.07.2008
Fischbach-Göslikon;5525;00;3092;Fischbach-Göslikon;4067;AG;100%;2665659;1246988;de;01.07.2008
Lenzburg;5600;00;3093;Lenzburg;4201;AG;100%;2655702;1248825;de;01.07.2008
Ammerswil AG;5600;03;3096;Ammerswil;4191;AG;100%;2657898;1246869;de;01.07.2008
Staufen;5603;00;3097;Staufen;4210;AG;100%;2655000;1248228;de;01.07.2008
Hendschiken;5604;00;3098;Hendschiken;4198;AG;97.41%;2658909;1248710;de;01.07.2008
Hendschiken;5604;00;3098;Othmarsingen;4205;AG;2.33%;2659397;1249471;de;01.07.2008
Hendschiken;5604;00;3098;Dottikon;4065;AG;0.26%;2659549;1249493;de;01.07.2008
Dottikon;5605;00;3099;Dottikon;4065;AG;80.13%;2660556;1247866;de;01.07.2008
Dottikon;5605;00;3099;Villmergen;4080;AG;19.87%;2660205;1247148;de;01.07.2008
Dintikon;5606;00;3101;Dintikon;4194;AG;100%;2659580;1246240;de;01.07.2008
Hägglingen;5607;00;3102;Hägglingen;4068;AG;100%;2661456;1248966;de;01.07.2008
Stetten AG;5608;00;3103;Stetten (AG);4041;AG;100%;2665588;1250397;de;01.07.2008
Wohlen AG;5610;00;3104;Wohlen (AG);4082;AG;99.70%;2663400;1244674;de;01.07.2008
Wohlen AG;5610;00;3104;Villmergen;4080;AG;0.30%;2662030;1244617;de;01.07.2008
Anglikon;5611;00;3109;Wohlen (AG);4082;AG;98.13%;2662330;1246336;de;01.07.2008
Anglikon;5611;00;3109;Villmergen;4080;AG;1.87%;2661579;1246036;de;01.07.2008
Villmergen;5612;00;3111;Villmergen;4080;AG;99.37%;2661101;1244465;de;01.07.2008
Villmergen;5612;00;3111;Wohlen (AG);4082;AG;0.63%;2662023;1245005;de;01.07.2008
Hilfikon;5613;00;3112;Villmergen;4080;AG;100%;2661101;1242791;de;01.07.2008
Sarmenstorf;5614;00;3113;Sarmenstorf;4076;AG;100%;2661334;1240334;de;01.07.2008
Fahrwangen;5615;00;3114;Fahrwangen;4196;AG;99.71%;2660777;1238512;de;01.07.2008
Fahrwangen;5615;00;3114;Meisterschwanden;4202;AG;0.29%;2660235;1238679;de;01.07.2008
Meisterschwanden;5616;00;3115;Meisterschwanden;4202;AG;100%;2659758;1238543;de;01.07.2008
Tennwil;5617;00;3116;Meisterschwanden;4202;AG;100%;2659245;1239747;de;01.07.2008
Bettwil;5618;00;3117;Bettwil;4227;AG;96.45%;2662658;1237947;de;01.07.2008
Bettwil;5618;00;3117;Sarmenstorf;4076;AG;3.56%;2662289;1239134;de;01.07.2008
Büttikon AG;5619;00;3110;Büttikon;4064;AG;100%;2662861;1242279;de;01.07.2008
Uezwil;5619;02;5977;Uezwil;4078;AG;100%;2663225;1241039;de;01.07.2008
Bremgarten AG;5620;00;3118;Bremgarten (AG);4063;AG;100%;2668294;1244774;de;01.07.2008
Zufikon;5621;00;3119;Zufikon;4083;AG;100%;2669314;1244730;de;01.07.2008
Waltenschwil;5622;00;3121;Waltenschwil;4240;AG;100%;2665170;1243036;de;01.07.2008
Boswil;5623;00;3122;Boswil;4228;AG;100%;2666210;1239191;de;01.07.2008
Bünzen;5624;00;3123;Bünzen;4229;AG;100%;2667063;1240353;de;01.07.2008
Waldhäusern AG;5624;02;7485;Bünzen;4229;AG;100%;2666221;1242194;de;01.07.2008
Kallern;5625;00;3124;Kallern;4233;AG;100%;2664574;1240353;de;01.07.2008
Hermetschwil-Staffeln;5626;00;3125;Bremgarten (AG);4063;AG;100%;2668173;1242602;de;01.07.2008
Besenbüren;5627;00;3126;Besenbüren;4226;AG;100%;2668463;1240587;de;01.07.2008
Aristau;5628;00;3127;Aristau;4222;AG;100%;2669837;1237980;de;01.07.2008
Muri AG;5630;00;3128;Muri (AG);4236;AG;98.18%;2668242;1236074;de;01.07.2008
Muri AG;5630;00;3128;Aristau;4222;AG;1.17%;2668124;1238676;de;01.07.2008
Muri AG;5630;00;3128;Boswil;4228;AG;0.65%;2666535;1237221;de;01.07.2008
Buttwil;5632;00;3129;Buttwil;4230;AG;88.62%;2666032;1235567;de;01.07.2008
Buttwil;5632;00;3129;Boswil;4228;AG;7.72%;2665464;1236663;de;01.07.2008
Buttwil;5632;00;3129;Bettwil;4227;AG;3.66%;2664633;1236979;de;01.07.2008
Merenschwand;5634;00;3130;Merenschwand;4234;AG;100%;2670948;1234751;de;01.07.2008
Benzenschwil;5636;00;3132;Merenschwand;4234;AG;100%;2670214;1233456;de;01.07.2008
Beinwil (Freiamt);5637;00;3134;Beinwil (Freiamt);4224;AG;99.22%;2668436;1231314;de;01.07.2008
Beinwil (Freiamt);5637;00;3134;Auw;4223;AG;0.79%;2668809;1229656;de;01.07.2008
Geltwil;5637;02;5984;Geltwil;4232;AG;100%;2667131;1233552;de;01.07.2008
Mühlau;5642;00;3135;Mühlau;4235;AG;97.90%;2671960;1231436;de;01.07.2008
Mühlau;5642;00;3135;Auw;4223;AG;1.29%;2671064;1231151;de;01.07.2008
Mühlau;5642;00;3135;Hünenberg;1703;ZG;0.81%;2672565;1231228;de;01.07.2008
Sins;5643;00;3136;Sins;4239;AG;100%;2672256;1227402;de;01.07.2008
Alikon;5643;02;3142;Sins;4239;AG;100%;2669731;1227873;de;01.07.2008
Meienberg;5643;03;8917;Sins;4239;AG;95.87%;2671024;1227847;de;01.07.2008
Meienberg;5643;03;8917;Auw;4223;AG;4.13%;2670557;1228554;de;01.07.2008
Auw;5644;00;3138;Auw;4223;AG;100%;2670210;1229330;de;01.07.2008
Aettenschwil;5645;00;3139;Sins;4239;AG;100%;2670715;1226290;de;01.07.2008
Fenkrieden;5645;02;8366;Sins;4239;AG;100%;2670683;1223707;de;01.07.2008
Abtwil AG;5646;00;3140;Abtwil;4221;AG;100%;2669504;1225298;de;01.07.2008
Oberrüti;5647;00;3141;Oberrüti;4237;AG;100%;2672626;1224308;de;01.07.2008
Niederlenz;5702;00;3144;Niederlenz;4204;AG;100%;2655545;1250360;de;01.07.2008
Seon;5703;00;3145;Seon;4209;AG;99.92%;2654526;1244412;de;01.07.2008
Seon;5703;00;3145;Egliswil;4195;AG;0.08%;2655385;1245112;de;01.07.2008
Egliswil;5704;00;3146;Egliswil;4195;AG;100%;2656542;1244560;de;01.07.2008
Hallwil;5705;00;3147;Hallwil;4197;AG;100%;2655703;1242139;de;01.07.2008
Boniswil;5706;00;3148;Boniswil;4192;AG;99.64%;2656603;1240776;de;01.07.2008
Boniswil;5706;00;3148;Leutwil;4138;AG;0.36%;2655945;1240675;de;01.07.2008
Seengen;5707;00;3149;Seengen;4208;AG;100%;2658122;1241923;de;01.07.2008
Birrwil;5708;00;3150;Birrwil;4132;AG;98.67%;2657375;1237934;de;01.07.2008
Birrwil;5708;00;3150;Boniswil;4192;AG;1.33%;2657338;1239041;de;01.07.2008
Beinwil am See;5712;00;3151;Beinwil am See;4131;AG;100%;2657843;1235283;de;01.07.2008
Gränichen;5722;00;3152;Gränichen;4006;AG;99.89%;2649906;1245761;de;01.07.2008
Gränichen;5722;00;3152;Unterkulm;4146;AG;0.11%;2650265;1243182;de;01.07.2008
Teufenthal AG;5723;00;3153;Teufenthal (AG);4145;AG;96.90%;2651450;1242230;de;01.07.2008
Teufenthal AG;5723;00;3153;Unterkulm;4146;AG;1.71%;2650542;1242787;de;01.07.2008
Teufenthal AG;5723;00;3153;Gränichen;4006;AG;1.39%;2650942;1242824;de;01.07.2008
Dürrenäsch;5724;00;3154;Dürrenäsch;4134;AG;99.00%;2654344;1241399;de;01.07.2008
Dürrenäsch;5724;00;3154;Teufenthal (AG);4145;AG;1.01%;2653322;1242662;de;01.07.2008
Leutwil;5725;00;3156;Leutwil;4138;AG;100%;2655552;1240080;de;01.07.2008
Unterkulm;5726;00;3157;Unterkulm;4146;AG;99.68%;2650924;1240384;de;01.07.2008
Unterkulm;5726;00;3157;Dürrenäsch;4134;AG;0.32%;2652323;1241068;de;01.07.2008
Oberkulm;5727;00;3158;Oberkulm;4140;AG;100%;2651642;1239173;de;01.07.2008
Gontenschwil;5728;00;3159;Gontenschwil;4135;AG;100%;2653439;1235748;de;01.07.2008
Zetzwil;5732;00;3160;Zetzwil;4147;AG;100%;2653926;1237610;de;01.07.2008
Leimbach AG;5733;00;3161;Leimbach (AG);4137;AG;100%;2655292;1236027;de;01.07.2008
Reinach AG;5734;00;3162;Reinach (AG);4141;AG;100%;2656321;1234189;de;01.07.2008
Pfeffikon LU;5735;00;3167;Rickenbach (LU);1097;LU;100%;2655819;1233241;de;01.07.2008
Burg AG;5736;00;3168;Menziken;4139;AG;100%;2656123;1231951;de;01.07.2008
Menziken;5737;00;3169;Menziken;4139;AG;100%;2656871;1232437;de;01.07.2008
Kölliken;5742;00;3172;Kölliken;4276;AG;100%;2644129;1242826;de;01.07.2008
Safenwil;5745;00;3173;Safenwil;4283;AG;100%;2641086;1241337;de;01.07.2008
Walterswil SO;5746;00;3174;Walterswil (SO);2585;SO;91.89%;2639996;1241832;de;01.07.2008
Walterswil SO;5746;00;3174;Dulliken;2573;SO;8.11%;2638526;1242813;de;01.07.2008
Luzern;6003;00;3217;Luzern;1061;LU;100%;2665537;1211163;de;01.07.2008
Luzern;6004;00;3218;Luzern;1061;LU;99.84%;2665761;1212119;de;01.07.2008
Luzern;6004;00;3218;Ebikon;1054;LU;0.16%;2665208;1212900;de;01.07.2008
Luzern;6005;00;3219;Luzern;1061;LU;89.50%;2666439;1210231;de;01.07.2008
Luzern;6005;00;3219;Kriens;1059;LU;7.20%;2664897;1210331;de;01.07.2008
Luzern;6005;00;3219;Horw;1058;LU;3.30%;2666307;1209559;de;01.07.2008
St. Niklausen LU;6005;02;6127;Horw;1058;LU;100%;2668095;1209085;de;01.11.2014
Luzern;6006;00;3220;Luzern;1061;LU;99.77%;2667551;1212283;de;01.07.2008
Luzern;6006;00;3220;Meggen;1063;LU;0.19%;2669598;1210021;de;01.07.2008
Luzern;6006;00;3220;Ebikon;1054;LU;0.03%;2666591;1213352;de;01.07.2008
Kriens;6010;00;3221;Kriens;1059;LU;99.90%;2664096;1209379;de;01.07.2008
Kriens;6010;00;3221;Hergiswil (NW);1507;NW;0.10%;2661871;1204711;de;01.07.2008
Pilatus Kulm;6010;02;3285;Alpnach;1401;OW;100%;2662094.784;1203437.65;de;01.07.2008
Obernau;6012;00;3222;Kriens;1059;LU;100%;2661846;1209344;de;01.07.2008
Eigenthal;6013;00;3223;Schwarzenberg;1066;LU;94.41%;2659267;1206370;de;01.07.2008
Eigenthal;6013;00;3223;Hergiswil (NW);1507;NW;2.96%;2659823;1204094;de;01.07.2008
Eigenthal;6013;00;3223;Kriens;1059;LU;2.63%;2659702;1207669;de;01.07.2008
Luzern;6014;00;3224;Luzern;1061;LU;92.56%;2662621;1211604;de;01.07.2008
Luzern;6014;00;3224;Malters;1062;LU;7.44%;2660559;1211706;de;01.07.2008
Luzern;6015;00;3225;Luzern;1061;LU;100%;2663771;1212900;de;01.07.2008
Hellbühl;6016;00;3226;Neuenkirch;1093;LU;45.92%;2657787;1213755;de;01.07.2008
Hellbühl;6016;00;3226;Malters;1062;LU;24.79%;2657340;1212410;de;01.07.2008
Hellbühl;6016;00;3226;Ruswil;1098;LU;18.31%;2656661;1213502;de;01.07.2008
Hellbühl;6016;00;3226;Luzern;1061;LU;10.99%;2659015;1213837;de;01.07.2008
Ruswil;6017;00;3227;Ruswil;1098;LU;100%;2651995;1215137;de;01.07.2008
Buttisholz;6018;00;3229;Buttisholz;1083;LU;98.69%;2649683;1218308;de;01.07.2008
Buttisholz;6018;00;3229;Ruswil;1098;LU;1.10%;2649589;1216388;de;01.07.2008
Buttisholz;6018;00;3229;Oberkirch;1095;LU;0.21%;2649918;1221183;de;01.07.2008
Sigigen;6019;00;3228;Ruswil;1098;LU;97.73%;2652960;1212497;de;01.07.2008
Sigigen;6019;00;3228;Malters;1062;LU;2.27%;2654175;1210891;de;01.07.2008
Emmenbrücke;6020;00;3230;Emmen;1024;LU;98.18%;2663236;1214455;de;01.07.2008
Emmenbrücke;6020;00;3230;Ebikon;1054;LU;0.92%;2665193;1213169;de;01.07.2008
Emmenbrücke;6020;00;3230;Luzern;1061;LU;0.90%;2664599.856;1213072.272;de;01.07.2008
Grosswangen;6022;00;3235;Grosswangen;1086;LU;99.69%;2646315;1220392;de;01.07.2008
Grosswangen;6022;00;3235;Buttisholz;1083;LU;0.18%;2648940;1220371;de;01.07.2008
Grosswangen;6022;00;3235;Ettiswil;1128;LU;0.12%;2644991.176;1221565.51;de;01.07.2008
Rothenburg;6023;00;3236;Rothenburg;1040;LU;99.19%;2663045;1216718;de;01.07.2008
Rothenburg;6023;00;3236;Neuenkirch;1093;LU;0.53%;2660374;1218294;de;01.07.2008
Rothenburg;6023;00;3236;Emmen;1024;LU;0.28%;2661441;1215261;de;01.07.2008
Hildisrieden;6024;00;3238;Hildisrieden;1088;LU;99.46%;2659717;1222449;de;01.07.2008
Hildisrieden;6024;00;3238;Neuenkirch;1093;LU;0.33%;2659957;1220651;de;01.07.2008
Hildisrieden;6024;00;3238;Sempach;1102;LU;0.22%;2658214;1223228;de;01.07.2008
Neudorf;6025;00;3239;Beromünster;1081;LU;100%;2658371;1225486;de;01.07.2008
Rain;6026;00;3240;Rain;1037;LU;97.06%;2661781;1220046;de;01.07.2008
Rain;6026;00;3240;Römerswil;1039;LU;1.20%;2662180;1221928;de;01.07.2008
Rain;6026;00;3240;Eschenbach (LU);1026;LU;1.01%;2664083;1219951;de;01.07.2008
Rain;6026;00;3240;Rothenburg;1040;LU;0.74%;2663989;1219041;de;01.07.2008
Römerswil LU;6027;00;3241;Römerswil;1039;LU;100%;2661292;1224606;de;01.07.2008
Herlisberg;6028;00;3242;Römerswil;1039;LU;93.75%;2660318;1227281;de;01.07.2008
Herlisberg;6028;00;3242;Beromünster;1081;LU;6.25%;2659291.561;1228736.221;de;01.07.2008
Ebikon;6030;00;3243;Ebikon;1054;LU;99.53%;2668608;1214733;de;01.07.2008
Ebikon;6030;00;3243;Buchrain;1052;LU;0.31%;2668863;1215741;de;01.07.2008
Ebikon;6030;00;3243;Adligenswil;1051;LU;0.16%;2669641.681;1214532.785;de;01.07.2008
Emmen;6032;00;3244;Emmen;1024;LU;96.18%;2665347;1215185;de;01.07.2008
Emmen;6032;00;3244;Ebikon;1054;LU;3.82%;2666470;1214577;de;01.07.2008
Buchrain;6033;00;3245;Buchrain;1052;LU;100%;2669233;1216615;de;01.07.2008
Inwil;6034;00;3246;Inwil;1033;LU;85.17%;2669303;1219598;de;01.07.2008
Inwil;6034;00;3246;Eschenbach (LU);1026;LU;6.76%;2668102;1218776;de;01.07.2008
Inwil;6034;00;3246;Ballwil;1023;LU;6.68%;2669033;1221327;de;01.07.2008
Inwil;6034;00;3246;Dietwil;4231;AG;0.98%;2671388;1221421;de;01.07.2008
Inwil;6034;00;3246;Sins;4239;AG;0.41%;2670998;1221964;de;01.07.2008
Perlen;6035;00;3247;Buchrain;1052;LU;65.87%;2669770;1217785;de;01.07.2008
Perlen;6035;00;3247;Root;1065;LU;34.13%;2670628;1218298;de;01.07.2008
Dierikon;6036;00;3248;Dierikon;1053;LU;100%;2670555;1216369;de;01.07.2008
Root;6037;00;3249;Root;1065;LU;99.79%;2672122;1218394;de;01.07.2008
Root;6037;00;3249;Dierikon;1053;LU;0.21%;2670657;1217223;de;01.07.2008
Gisikon;6038;00;3251;Gisikon;1055;LU;87.95%;2672976;1219740;de;01.07.2008
Gisikon;6038;00;3251;Inwil;1033;LU;11.09%;2672619.421;1220734.932;de;01.07.2008
Gisikon;6038;00;3251;Root;1065;LU;0.96%;2673027;1219390;de;01.07.2008
Honau;6038;02;5945;Root;1065;LU;100%;2673430;1220468;de;01.07.2008
Root D4;6039;00;7966;Root;1065;LU;100%;2671015;1217372;de;01.01.2014
Dietwil;6042;00;3253;Dietwil;4231;AG;100%;2672273;1222364;de;01.07.2008
Adligenswil;6043;00;3254;Adligenswil;1051;LU;100%;2670351;1213677;de;01.07.2008
Udligenswil;6044;00;3255;Udligenswil;1067;LU;98.05%;2672967;1215868;de;01.07.2008
Udligenswil;6044;00;3255;Root;1065;LU;1.95%;2672601;1217171;de;01.07.2008
Meggen;6045;00;3256;Meggen;1063;LU;100%;2670913;1211219;de;01.07.2008
Kastanienbaum;6047;00;3257;Horw;1058;LU;100%;2668257;1206957;de;01.07.2008
Horw;6048;00;3258;Horw;1058;LU;99.14%;2666423;1207903;de;01.07.2008
Horw;6048;00;3258;Kriens;1059;LU;0.87%;2665795;1208201;de;01.07.2008
Hergiswil NW;6052;00;3259;Hergiswil (NW);1507;NW;99.80%;2666142;1204635;de;01.07.2008
Hergiswil NW;6052;00;3259;Horw;1058;LU;0.20%;2666432;1205629;de;01.07.2008
Alpnachstad;6053;00;3260;Alpnach;1401;OW;100%;2664628.97;1201985.942;de;01.07.2008
Alpnach Dorf;6055;00;3261;Alpnach;1401;OW;100%;2662762;1198757;de;01.07.2008
Kägiswil;6056;00;3262;Sarnen;1407;OW;100%;2662438;1196824;de;01.07.2008
Sarnen;6060;00;3263;Sarnen;1407;OW;100%;2661515;1194155;de;01.07.2008
Ramersberg;6060;02;3265;Sarnen;1407;OW;100%;2660363;1194593;de;01.07.2008
Wilen (Sarnen);6062;00;3267;Sarnen;1407;OW;100%;2658864;1191753;de;01.07.2008
Stalden (Sarnen);6063;00;3268;Sarnen;1407;OW;100%;2657741;1192932;de;01.07.2008
Kerns;6064;00;3269;Kerns;1404;OW;99.87%;2664186;1195019;de;01.07.2008
Kerns;6064;00;3269;Alpnach;1401;OW;0.13%;2664108;1197589;de;01.07.2008
St. Niklausen OW;6066;00;3270;Kerns;1404;OW;100%;2664466;1192194;de;01.07.2008
Melchtal;6067;00;3271;Kerns;1404;OW;89.36%;2665165;1187090;de;01.07.2008
Melchtal;6067;00;3271;Sachseln;1406;OW;10.64%;2664871;1188016;de;01.07.2008
Melchsee-Frutt;6068;00;3266;Kerns;1404;OW;100%;2663719;1180834;de;01.07.2008
Sachseln;6072;00;3272;Sachseln;1406;OW;100%;2660722;1190766;de;01.07.2008
Flüeli-Ranft;6073;00;3273;Sachseln;1406;OW;100%;2662710;1191618;de;01.07.2008
Giswil;6074;00;3274;Giswil;1403;OW;95.60%;2655631;1188214;de;01.07.2008
Giswil;6074;00;3274;Sachseln;1406;OW;4.40%;2657429;1188951;de;01.07.2008
Lungern;6078;00;3279;Lungern;1405;OW;100%;2654834;1181800;de;01.07.2008
Bürglen OW;6078;02;3278;Lungern;1405;OW;100%;2655640;1184929;de;01.07.2008
Hasliberg Hohfluh;6083;00;3281;Hasliberg;783;BE;100%;2656342;1177880;de;01.07.2008
Hasliberg Wasserwendi;6084;00;3282;Hasliberg;783;BE;100%;2658392;1177850;de;01.07.2008
Hasliberg Goldern;6085;00;3283;Hasliberg;783;BE;100%;2658135;1176736;de;01.07.2008
Hasliberg Reuti;6086;00;3284;Hasliberg;783;BE;100%;2659450;1175716;de;01.07.2008
Malters;6102;00;3286;Malters;1062;LU;100%;2656313;1209975;de;01.07.2008
Schwarzenberg LU;6103;00;3288;Schwarzenberg;1066;LU;100%;2656176;1207378;de;01.07.2008
Schachen LU;6105;00;3289;Werthenstein;1009;LU;97.89%;2653216;1209578;de;01.07.2008
Schachen LU;6105;00;3289;Ruswil;1098;LU;1.55%;2652639;1210957;de;01.07.2008
Schachen LU;6105;00;3289;Entlebuch;1002;LU;0.56%;2651817;1206407;de;01.07.2008
Werthenstein;6106;00;3290;Ruswil;1098;LU;61.69%;2650294;1212069;de;01.07.2008
Werthenstein;6106;00;3290;Werthenstein;1009;LU;38.31%;2650355;1210749;de;01.07.2008
Wolhusen;6110;00;3291;Wolhusen;1107;LU;75.42%;2648244;1212534;de;01.07.2008
Wolhusen;6110;00;3291;Werthenstein;1009;LU;18.94%;2648239;1211242;de;01.07.2008
Wolhusen;6110;00;3291;Ruswil;1098;LU;4.06%;2649636;1212553;de;01.07.2008
Wolhusen;6110;00;3291;Menznau;1136;LU;1.13%;2644427;1209054;de;01.07.2008
Wolhusen;6110;00;3291;Entlebuch;1002;LU;0.34%;2647822;1208834;de;01.07.2008
Wolhusen;6110;00;3291;Doppleschwand;1001;LU;0.11%;2647137;1208842;de;01.07.2008
Fontannen b. Wolhusen;6110;02;3294;Romoos;1007;LU;100%;2642244;1208329;de;01.07.2008
Doppleschwand;6112;00;3295;Doppleschwand;1001;LU;100%;2646786;1207581;de;01.07.2008
Romoos;6113;00;3296;Romoos;1007;LU;100%;2643914;1206458;de;01.07.2008
Steinhuserberg;6114;00;3293;Wolhusen;1107;LU;100%;2646181;1210756;de;01.07.2008
Menznau;6122;00;3297;Menznau;1136;LU;99.13%;2645623;1214859;de;01.07.2008
Menznau;6122;00;3297;Wolhusen;1107;LU;0.19%;2645732;1211762;de;01.07.2008
Menznau;6122;00;3297;Willisau;1151;LU;0.68%;2644329.687;1216010.507;de;01.07.2008
Geiss;6123;00;3298;Menznau;1136;LU;100%;2647079;1215874;de;01.07.2008
Menzberg;6125;00;3300;Menznau;1136;LU;83.57%;2642770;1210156;de;01.07.2008
Menzberg;6125;00;3300;Willisau;1151;LU;8.45%;2642029;1211486;de;01.07.2008
Menzberg;6125;00;3300;Hergiswil bei Willisau;1132;LU;7.98%;2640873;1210374;de;01.07.2008
Daiwil;6126;00;3301;Willisau;1151;LU;100%;2643631;1215754;de;01.07.2008
Willisau;6130;00;3302;Willisau;1151;LU;99.28%;2641957;1218723;de;01.07.2008
Willisau;6130;00;3302;Hergiswil bei Willisau;1132;LU;0.56%;2640880;1215643;de;01.07.2008
Willisau;6130;00;3302;Menznau;1136;LU;0.16%;2644918;1217119;de;01.07.2008
Rohrmatt;6132;00;3304;Willisau;1151;LU;56.39%;2641269.43;1216150.411;de;01.07.2008
Rohrmatt;6132;00;3304;Hergiswil bei Willisau;1132;LU;43.61%;2641025;1213360;de;01.07.2008
Hergiswil b. Willisau;6133;00;3306;Hergiswil bei Willisau;1132;LU;98.77%;2639155;1213774;de;01.07.2008
Hergiswil b. Willisau;6133;00;3306;Willisau;1151;LU;1.23%;2638731;1216390;de;01.07.2008
Gettnau;6142;00;3308;Willisau;1151;LU;100%;2640287;1221178;de;01.07.2008
Ohmstal;6143;00;3309;Schötz;1143;LU;97.78%;2639231;1223212;de;01.07.2008
Ohmstal;6143;00;3309;Willisau;1151;LU;2.22%;2640338;1222071;de;01.07.2008
Zell LU;6144;00;3310;Zell (LU);1150;LU;99.03%;2637132;1220845;de;01.07.2008
Zell LU;6144;00;3310;Altishofen;1123;LU;0.78%;2637340;1223594;de;01.07.2008
Zell LU;6144;00;3310;Willisau;1151;LU;0.19%;2637094;1218587;de;01.07.2008
Fischbach LU;6145;00;3311;Fischbach;1129;LU;99.56%;2635622;1222498;de;01.07.2008
Fischbach LU;6145;00;3311;Grossdietwil;1131;LU;0.44%;2634013.081;1222264.539;de;01.07.2008
Grossdietwil;6146;00;3312;Grossdietwil;1131;LU;99.14%;2634002;1224444;de;01.07.2008
Grossdietwil;6146;00;3312;Melchnau;333;BE;0.86%;2633193;1224007;de;01.07.2008
Altbüron;6147;00;3313;Altbüron;1122;LU;83.64%;2633614;1225930;de;01.07.2008
Altbüron;6147;00;3313;Grossdietwil;1131;LU;14.53%;2635504;1227088;de;01.07.2008
Altbüron;6147;00;3313;Pfaffnau;1139;LU;1.41%;2631987;1227899;de;01.07.2008
Altbüron;6147;00;3313;Melchnau;333;BE;0.42%;2633113;1225498;de;01.07.2008
Hüswil;6152;00;3314;Zell (LU);1150;LU;95.17%;2635553;1219701;de;01.07.2008
Hüswil;6152;00;3314;Fischbach;1129;LU;4.83%;2634255;1220037;de;01.07.2008
Ufhusen;6153;00;3315;Ufhusen;1145;LU;96.59%;2634627;1218061;de;01.07.2008
Ufhusen;6153;00;3315;Luthern;1135;LU;1.77%;2635162;1215932;de;01.07.2008
Ufhusen;6153;00;3315;Zell (LU);1150;LU;1.50%;2636269;1217792;de;01.07.2008
Ufhusen;6153;00;3315;Fischbach;1129;LU;0.14%;2634164;1219753;de;01.07.2008
Hofstatt;6154;00;3316;Luthern;1135;LU;97.38%;2635551;1214842;de;01.07.2008
Hofstatt;6154;00;3316;Willisau;1151;LU;2.62%;2637008;1216695;de;01.07.2008
Luthern;6156;00;3317;Luthern;1135;LU;94.28%;2636168;1212150;de;01.07.2008
Luthern;6156;00;3317;Willisau;1151;LU;3.24%;2636996;1214971;de;01.07.2008
Luthern;6156;00;3317;Hergiswil bei Willisau;1132;LU;2.48%;2636996;1214259;de;01.07.2008
Luthern Bad;6156;02;6551;Luthern;1135;LU;100%;2637004;1209076;de;01.07.2008
Entlebuch;6162;00;3320;Entlebuch;1002;LU;98.90%;2647805;1204909;de;01.07.2008
Entlebuch;6162;00;3320;Hasle (LU);1005;LU;1.10%;2647200;1204918;de;01.07.2008
Rengg;6162;02;3322;Entlebuch;1002;LU;100%;2650276;1205762;de;01.07.2008
Finsterwald b. Entlebuch;6162;03;3323;Entlebuch;1002;LU;88.91%;2651374;1202190;de;01.07.2008
Finsterwald b. Entlebuch;6162;03;3323;Hasle (LU);1005;LU;11.09%;2651865;1199008;de;01.07.2008
Ebnet;6163;00;3321;Entlebuch;1002;LU;100%;2648621;1208028;de;01.07.2008
Hasle LU;6166;00;3324;Hasle (LU);1005;LU;97.21%;2646614;1202881;de;01.07.2008
Hasle LU;6166;00;3324;Entlebuch;1002;LU;2.21%;2643933;1203187;de;01.07.2008
Hasle LU;6166;00;3324;Romoos;1007;LU;0.57%;2644844;1204590;de;01.07.2008
Bramboden;6167;00;3326;Romoos;1007;LU;100%;2641404;1203484;de;01.07.2008
Schüpfheim;6170;00;3328;Schüpfheim;1008;LU;98.02%;2643989;1200214;de;01.07.2008
Schüpfheim;6170;00;3328;Romoos;1007;LU;0.91%;2641269;1202722;de;01.07.2008
Schüpfheim;6170;00;3328;Flühli;1004;LU;0.59%;2645872;1195838;de;01.07.2008
Schüpfheim;6170;00;3328;Escholzmatt-Marbach;1010;LU;0.32%;2642051;1197448;de;01.07.2008
Schüpfheim;6170;00;3328;Hasle (LU);1005;LU;0.12%;2648031;1197263;de;01.07.2008
